year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,10,18,1720,-9,2048,16,UA,N77510,1078,EWR,SAT,256,1569,17,20
2013,10,18,1722,2,2036,26,UA,N451UA,404,EWR,IAH,225,1400,17,22
2013,10,18,1722,44,1914,45,EV,N14977,4175,EWR,AVL,98,583,17,22
2013,10,18,1723,13,1839,4,MQ,N725MQ,3365,JFK,DCA,51,213,17,23
2013,10,18,1726,1,2017,-2,UA,N19136,1109,EWR,MCO,143,937,17,26
2013,10,18,1726,-3,2044,15,DL,N380DA,2471,EWR,SLC,293,1969,17,26
2013,10,18,1727,12,2018,-6,UA,N417UA,256,EWR,PDX,324,2434,17,27
2013,10,18,1728,-1,2034,4,UA,N77430,1692,EWR,SAN,333,2425,17,28
2013,10,18,1734,24,1859,30,EV,N14158,4113,EWR,RIC,54,277,17,34
2013,10,18,1737,25,2027,25,UA,N815UA,246,EWR,DFW,203,1372,17,37
2013,10,18,1739,4,2041,-14,AA,N366AA,2351,JFK,MIA,155,1089,17,39
2013,10,18,1741,6,1952,-8,WN,N223WN,209,LGA,DEN,235,1620,17,41
2013,10,18,1742,27,2053,38,AA,N4XJAA,2488,EWR,DFW,212,1372,17,42
2013,10,18,1743,28,2053,48,WN,N401WN,2067,EWR,HOU,222,1411,17,43
2013,10,18,1744,14,1949,-4,EV,N615QX,5298,LGA,OMA,170,1148,17,44
2013,10,18,1746,23,2021,35,UA,N37465,1635,EWR,PHX,303,2133,17,46
2013,10,18,1747,82,2012,94,EV,N13913,4684,EWR,SDF,119,642,17,47
2013,10,18,1748,95,1908,98,EV,N48901,3824,EWR,IAD,45,212,17,48
2013,10,18,1748,8,2049,14,AA,N3JKAA,67,JFK,SAN,333,2446,17,48
2013,10,18,1755,35,1939,19,MQ,N526MQ,3556,LGA,DTW,81,502,18,55
2013,10,18,1755,56,2031,61,EV,N14959,4705,EWR,ATL,123,746,18,55
2013,10,18,1756,80,1949,95,EV,N14558,3813,EWR,GSO,73,445,18,56
2013,10,18,1756,37,1955,53,EV,N26549,4202,EWR,STL,151,872,18,56
2013,10,18,1758,-2,2108,4,B6,N536JB,359,JFK,BUR,346,2465,18,58
2013,10,18,1759,4,1923,-11,UA,N849UA,691,LGA,ORD,125,733,18,59
2013,10,18,1800,71,2034,91,EV,N16571,4294,EWR,SAV,113,708,18,0
2013,10,18,1803,29,2116,30,UA,N594UA,418,EWR,SFO,336,2565,18,3
2013,10,18,1803,34,1939,39,EV,N16149,4195,EWR,BNA,128,748,18,3
2013,10,18,1807,50,2028,80,EV,N14974,4411,EWR,MEM,140,946,18,7
2013,10,18,1807,29,2044,39,FL,N175AT,626,LGA,ATL,122,762,18,7
2013,10,18,1809,49,2112,42,AA,N3GMAA,291,JFK,AUS,224,1521,18,9
2013,10,18,1811,8,2123,6,UA,N76504,1165,EWR,LAX,328,2454,18,11
2013,10,18,1813,91,2135,95,UA,N79279,1284,EWR,SFO,344,2565,18,13
2013,10,18,1813,-2,2136,6,UA,N21723,1022,EWR,SNA,341,2434,18,13
2013,10,18,1816,11,1959,9,AA,N4YMAA,353,LGA,ORD,125,733,18,16
2013,10,18,1817,2,2120,-18,DL,N176DN,17,JFK,LAX,329,2475,18,17
2013,10,18,1819,127,2033,133,EV,N14573,4352,EWR,CVG,95,569,18,19
2013,10,18,1820,15,2058,30,UA,N75432,1139,EWR,DEN,233,1605,18,20
2013,10,18,1820,35,2030,19,EV,N748EV,5624,LGA,SBN,104,651,18,20
2013,10,18,1822,27,2004,34,MQ,N518MQ,3301,LGA,RDU,80,431,18,22
2013,10,18,1822,7,1958,-17,WN,N782SA,1113,LGA,STL,136,888,18,22
2013,10,18,1824,4,2043,9,9E,N901XJ,3542,JFK,MSP,164,1029,18,24
2013,10,18,1826,-4,2244,47,UA,N512UA,389,JFK,SFO,353,2586,18,26
2013,10,18,1826,27,2036,36,DL,N346NB,1321,EWR,MSP,156,1008,18,26
2013,10,18,1827,2,2127,-6,DL,N320NB,1854,LGA,FLL,161,1076,18,27
2013,10,18,1827,-7,2140,5,9E,N930XJ,3325,JFK,DFW,225,1391,18,27
2013,10,18,1827,47,2112,45,B6,N566JB,327,EWR,MCO,131,937,18,27
2013,10,18,1829,-1,2041,8,DL,N381DN,2057,EWR,DTW,93,488,18,29
2013,10,18,1832,3,2027,-13,EV,N752EV,5268,LGA,CLT,89,544,18,32
2013,10,18,1832,32,2129,26,B6,N763JB,263,JFK,SEA,330,2422,18,32
2013,10,18,1835,54,2050,66,EV,N16170,4667,EWR,MSP,163,1008,18,35
2013,10,18,1836,6,2114,4,WN,N437WN,2698,EWR,MSY,187,1167,18,36
2013,10,18,1839,-2,2012,2,B6,N192JB,2202,JFK,BUF,59,301,18,39
2013,10,18,1840,60,2039,68,EV,N13997,3843,EWR,CMH,82,463,18,40
2013,10,18,1841,11,2012,22,MQ,N528MQ,3486,LGA,BNA,127,764,18,41
2013,10,18,1842,73,2056,79,EV,N12569,3849,EWR,CVG,102,569,18,42
2013,10,18,1844,-1,2227,17,AA,N339AA,177,JFK,SFO,360,2586,18,44
2013,10,18,1845,42,2146,50,UA,N530UA,360,EWR,PBI,151,1023,18,45
2013,10,18,1846,64,2057,77,EV,N13955,4382,EWR,DTW,102,488,18,46
2013,10,18,1846,-4,2215,15,AA,N3HXAA,119,EWR,LAX,330,2454,18,46
2013,10,18,1851,21,2032,22,MQ,N543MQ,3134,EWR,ORD,124,719,19,51
2013,10,18,1853,8,2040,11,EV,N750EV,5274,LGA,BNA,121,764,19,53
2013,10,18,1854,51,2031,47,UA,N835UA,775,EWR,ORD,122,719,19,54
2013,10,18,1854,-6,2128,1,DL,N360NB,1715,LGA,MSY,178,1183,19,54
2013,10,18,1857,7,2207,-5,B6,N768JB,669,JFK,SJC,353,2569,19,57
2013,10,18,1858,88,2104,94,WN,N230WN,19,EWR,STL,143,872,19,58
2013,10,18,1900,-1,2214,3,UA,N533UA,237,EWR,SFO,338,2565,19,0
2013,10,18,1900,25,2204,26,DL,N3747D,1576,JFK,SAN,334,2446,19,0
2013,10,18,1900,2,2139,-4,B6,N607JB,711,JFK,LAS,314,2248,19,0
2013,10,18,1901,1,2154,0,UA,N73283,1528,EWR,MCO,140,937,19,1
2013,10,18,1901,31,2157,7,DL,N706TW,442,JFK,SEA,321,2422,19,1
2013,10,18,1903,53,2048,53,MQ,N525MQ,3526,LGA,CMH,78,479,19,3
2013,10,18,1903,2,2038,-2,UA,N495UA,693,LGA,ORD,118,733,19,3
2013,10,18,1903,33,2209,29,B6,N805JB,305,EWR,FLL,145,1065,19,3
2013,10,18,1907,7,2248,13,DL,N722TW,435,JFK,SFO,359,2586,19,7
2013,10,18,1908,9,2141,15,FL,N915AT,645,LGA,ATL,121,762,19,8
2013,10,18,1908,-2,2214,4,AA,N3FHAA,1193,LGA,DFW,218,1389,19,8
2013,10,18,1910,10,2154,3,B6,N517JB,883,JFK,MCO,135,944,19,10
2013,10,18,1911,6,2128,-3,DL,N393DA,2454,JFK,DEN,234,1626,19,11
2013,10,18,1916,11,2027,-11,EV,N740EV,5383,LGA,ROC,49,254,19,16
2013,10,18,1920,20,2034,9,WN,N953WN,490,LGA,MKE,116,738,19,20
2013,10,18,1920,40,2042,44,EV,N18557,4131,EWR,RIC,49,277,19,20
2013,10,18,1920,1,2231,-3,B6,N608JB,71,JFK,SLC,290,1990,19,20
2013,10,18,1921,11,2200,-15,AA,N320AA,21,JFK,LAX,325,2475,19,21
2013,10,18,1922,23,2215,16,UA,N24706,1128,LGA,IAH,213,1416,19,22
2013,10,18,1923,-2,2155,4,9E,N917XJ,3304,JFK,MSY,181,1182,19,23
2013,10,18,1927,147,2050,132,UA,N73256,1206,LGA,ORD,121,733,19,27
2013,10,18,1927,2,2251,4,DL,N316US,2307,JFK,SAT,244,1587,19,27
2013,10,18,1929,89,2059,99,WN,N955WN,318,EWR,MDW,115,711,19,29
2013,10,18,1931,24,2113,40,EV,N14570,4191,EWR,BNA,129,748,19,31
2013,10,18,1937,7,2235,2,UA,N47414,1115,EWR,TPA,142,997,19,37
2013,10,18,1937,3,2145,9,EV,N14998,4370,EWR,CHS,98,628,19,37
2013,10,18,1939,5,2221,-5,UA,N33284,1429,EWR,LAS,299,2227,19,39
2013,10,18,1941,22,2213,-2,DL,N948DL,2159,JFK,MCO,128,944,19,41
2013,10,18,1941,11,2116,20,EV,N16976,4224,EWR,MKE,119,725,19,41
2013,10,18,1943,43,2043,25,US,N748UW,2193,LGA,DCA,42,214,19,43
2013,10,18,1948,18,2139,14,MQ,N534MQ,3349,LGA,MSP,154,1020,19,48
2013,10,18,1949,4,2119,-24,EV,N718EV,5306,LGA,GSO,72,461,19,49
2013,10,18,1951,9,2246,-4,B6,N534JB,1271,LGA,FLL,157,1076,20,51
2013,10,18,1955,5,2219,4,MQ,N507MQ,3662,LGA,ATL,119,762,20,55
2013,10,18,1955,25,2253,3,DL,N3749D,795,JFK,SLC,269,1990,20,55
2013,10,18,1956,56,2117,36,UA,N844UA,415,EWR,ORD,116,719,20,56
2013,10,18,1959,24,2318,36,UA,N811UA,208,EWR,SEA,332,2402,20,59
2013,10,18,2001,1,2226,-11,DL,N954DL,1147,LGA,ATL,114,762,20,1
2013,10,18,2001,0,2332,44,B6,N635JB,65,JFK,ABQ,302,1826,20,1
2013,10,18,2002,32,2223,24,DL,N337NW,2142,EWR,ATL,116,746,20,2
2013,10,18,2002,1,2236,-13,B6,N804JB,1083,JFK,MCO,133,944,20,2
2013,10,18,2003,3,2312,-16,UA,N33264,1651,EWR,SFO,342,2565,20,3
2013,10,18,2003,3,2102,-12,US,N953UW,2162,LGA,BOS,36,184,20,3
2013,10,18,2003,-4,2208,6,EV,N17115,4543,EWR,DSM,163,1017,20,3
2013,10,18,2004,-1,2133,3,MQ,N544MQ,3604,EWR,ORD,116,719,20,4
2013,10,18,2005,-10,2157,2,MQ,N515MQ,3535,JFK,CMH,78,483,20,5
2013,10,18,2005,30,2255,20,DL,N916DE,1485,LGA,MCO,141,950,20,5
2013,10,18,2006,55,2210,60,EV,N13968,5909,EWR,CLT,87,529,20,6
2013,10,18,2009,9,2122,-10,UA,N837UA,695,LGA,ORD,116,733,20,9
2013,10,18,2009,29,2125,25,EV,N909EV,5714,JFK,IAD,48,228,20,9
2013,10,18,2013,41,2225,42,EV,N16999,4361,EWR,TYS,109,631,20,13
2013,10,18,2014,34,2335,43,B6,N766JB,161,JFK,SMF,355,2521,20,14
2013,10,18,2015,15,2123,3,US,N766US,2195,LGA,DCA,45,214,20,15
2013,10,18,2016,-3,2317,37,EV,N41104,4333,EWR,TUL,201,1215,20,16
2013,10,18,2016,29,2309,19,B6,N507JB,201,JFK,FLL,147,1069,20,16
2013,10,18,2017,14,2345,68,EV,N16151,4204,EWR,OKC,233,1325,20,17
2013,10,18,2019,-1,2339,9,UA,N39418,1224,EWR,LAX,337,2454,20,19
2013,10,18,2020,85,2156,81,AA,N4XBAA,359,LGA,ORD,124,733,20,20
2013,10,18,2021,-1,2201,1,UA,N77258,1464,EWR,CLE,68,404,20,21
2013,10,18,2021,-4,2242,14,EV,N17196,4348,EWR,MSP,158,1008,20,21
2013,10,18,2023,28,2316,27,B6,N807JB,225,JFK,TPA,150,1005,20,23
2013,10,18,2027,32,2202,15,EV,N137EV,5038,LGA,BHM,131,866,20,27
2013,10,18,2028,3,10,-16,UA,N35271,1071,EWR,BQN,188,1585,20,28
2013,10,18,2028,10,2216,14,EV,N14952,5956,LGA,CLE,74,419,20,28
2013,10,18,2028,68,2143,50,9E,N931XJ,3555,LGA,BUF,52,292,20,28
2013,10,18,2029,4,2313,-29,DL,N391DA,2065,JFK,FLL,146,1069,20,29
2013,10,18,2031,9,2255,9,B6,N583JB,135,JFK,PHX,302,2153,20,31
2013,10,18,2038,10,2347,8,UA,N487UA,306,EWR,MIA,153,1085,20,38
2013,10,18,2042,17,2359,9,B6,N637JB,915,JFK,SFO,354,2586,20,42
2013,10,18,2051,-3,8,10,B6,N636JB,1295,JFK,AUS,236,1521,21,51
2013,10,18,2053,53,2203,29,9E,N8683B,4127,JFK,IAD,48,228,21,53
2013,10,18,2055,39,2205,37,EV,N16559,4312,EWR,DCA,43,199,21,55
2013,10,18,2056,26,2226,25,FL,N938AT,354,LGA,CAK,68,397,21,56
2013,10,18,2057,22,2354,13,UA,N77431,1039,EWR,FLL,149,1065,21,57
2013,10,18,2057,-3,2349,5,B6,N558JB,499,LGA,MCO,139,950,21,57
2013,10,18,2058,58,2355,63,UA,N17719,1712,EWR,IAH,211,1400,21,58
2013,10,18,2058,-10,2330,2,B6,N281JB,775,JFK,MSY,184,1182,21,58
2013,10,18,2059,-1,28,8,DL,N154DL,427,JFK,LAX,340,2475,21,59
2013,10,18,2059,14,2356,-3,DL,N711ZX,443,JFK,SEA,321,2422,21,59
2013,10,18,2059,47,2240,50,EV,N12967,4106,EWR,GSO,75,445,21,59
2013,10,18,2102,22,2309,21,EV,N15912,4536,EWR,CVG,101,569,21,2
2013,10,18,2107,61,2327,74,EV,N16183,4321,EWR,MCI,176,1092,21,7
2013,10,18,2111,11,2323,-3,DL,N937DL,1247,LGA,ATL,112,762,21,11
2013,10,18,2112,49,2332,52,EV,N14174,4085,EWR,OMA,175,1134,21,12
2013,10,18,2113,43,2303,12,EV,N710EV,5209,LGA,CHS,94,641,21,13
2013,10,18,2115,16,2307,12,EV,N13132,4368,EWR,DAY,89,533,21,15
2013,10,18,2124,11,26,-4,UA,N503UA,471,EWR,SFO,342,2565,21,24
2013,10,18,2124,27,2231,-5,EV,N754EV,5048,LGA,RIC,49,292,21,24
2013,10,18,2127,21,33,39,UA,N402UA,475,EWR,IAH,219,1400,21,27
2013,10,18,2129,30,2231,20,UA,N27722,1066,EWR,BOS,44,200,21,29
2013,10,18,2129,30,2328,46,EV,N15910,4672,EWR,STL,147,872,21,29
2013,10,18,2129,390,2351,374,DL,N925DL,2347,LGA,ATL,119,762,21,29
2013,10,18,2130,34,20,64,EV,N13123,4397,EWR,MSY,195,1167,21,30
2013,10,18,2135,6,2257,18,EV,N16954,4509,EWR,PWM,45,284,21,35
2013,10,18,2139,9,2356,-3,B6,N655JB,97,JFK,DEN,231,1626,21,39
2013,10,18,2143,19,19,42,EV,N16541,4682,EWR,SDF,119,642,21,43
2013,10,18,2144,14,2343,19,EV,N13550,3833,EWR,CLT,87,529,21,44
2013,10,18,2148,33,129,66,UA,N87507,1615,EWR,AUS,252,1504,21,48
2013,10,18,2150,46,38,35,UA,N36476,1416,EWR,MCO,136,937,22,50
2013,10,18,2158,2,2307,-1,UA,N853UA,523,EWR,BOS,42,200,22,58
2013,10,18,2158,58,2312,51,EV,N14558,5815,EWR,RIC,49,277,22,58
2013,10,18,2207,8,2310,4,EV,N14916,3842,EWR,MHT,35,209,22,7
2013,10,18,2208,74,113,74,B6,N526JB,523,JFK,LAX,345,2475,22,8
2013,10,18,2209,4,139,-18,B6,N571JB,1103,JFK,SJU,188,1598,22,9
2013,10,18,2215,75,25,100,MQ,N526MQ,3384,LGA,CLT,86,544,22,15
2013,10,18,2225,75,48,67,EV,N14923,5811,EWR,JAX,122,820,22,25
2013,10,18,2255,0,13,1,B6,N192JB,2002,JFK,BUF,60,301,23,55
2013,10,18,2256,11,2359,3,B6,N283JB,108,JFK,PWM,47,273,23,56
2013,10,18,2300,15,7,14,B6,N294JB,234,JFK,BTV,45,266,23,0
2013,10,18,2314,19,10,12,B6,N703JB,718,JFK,BOS,37,187,23,14
2013,10,18,2317,110,10,93,EV,N16571,4372,EWR,DCA,36,199,23,17
2013,10,19,514,-1,811,16,UA,N540UA,598,EWR,IAH,220,1400,5,14
2013,10,19,543,-2,844,16,UA,N13718,1714,LGA,IAH,224,1416,5,43
2013,10,19,555,-5,900,5,B6,N705JB,601,JFK,FLL,153,1069,6,55
2013,10,19,556,-4,842,13,EV,N16911,5661,EWR,ATL,133,746,6,56
2013,10,19,559,-1,720,5,WN,N295WN,1884,EWR,MDW,116,711,6,59
2013,10,19,600,-10,858,3,AA,N3ECAA,1103,LGA,DFW,217,1389,6,0
2013,10,19,600,0,903,5,B6,N634JB,371,LGA,FLL,156,1076,6,0
2013,10,19,609,-1,730,6,EV,N14959,6177,EWR,IAD,49,212,6,9
2013,10,19,610,-5,812,1,US,N564UW,1772,JFK,CLT,95,541,6,10
2013,10,19,610,10,848,33,FL,N329AT,345,LGA,ATL,127,762,6,10
2013,10,19,619,19,1010,47,UA,N588UA,303,JFK,SFO,345,2586,6,19
2013,10,19,623,-7,916,38,B6,N318JB,675,JFK,MSY,191,1182,6,23
2013,10,19,625,0,942,7,WN,N764SW,1066,EWR,HOU,233,1411,6,25
2013,10,19,625,-5,859,8,DL,N368NB,575,EWR,ATL,125,746,6,25
2013,10,19,626,-3,931,2,AA,N3ABAA,1205,EWR,MIA,153,1085,6,26
2013,10,19,628,-1,852,14,EV,N14974,4393,EWR,IND,112,645,6,28
2013,10,19,628,-2,759,6,B6,N554JB,905,JFK,ORD,126,740,6,28
2013,10,19,635,0,756,5,B6,N258JB,2802,JFK,BUF,58,301,6,35
2013,10,19,636,-4,916,6,US,N508AY,495,JFK,PHX,312,2153,6,36
2013,10,19,641,-4,954,4,UA,N556UA,421,EWR,SFO,338,2565,6,41
2013,10,19,641,1,805,10,WN,N8311Q,2158,LGA,MDW,120,725,6,41
2013,10,19,656,-5,1024,11,DL,N713TW,420,JFK,LAX,340,2475,7,56
2013,10,19,659,0,925,4,UA,N480UA,265,EWR,MSY,190,1167,7,59
2013,10,19,659,0,929,17,EV,N18102,4122,EWR,SDF,128,642,7,59
2013,10,19,659,4,925,5,AA,N5EHAA,1263,JFK,LAS,294,2248,7,59
2013,10,19,701,-4,953,3,DL,N316NB,2285,LGA,MCO,136,950,7,1
2013,10,19,702,33,826,22,EV,N19554,4348,EWR,CLE,67,404,7,2
2013,10,19,702,-8,1024,24,AA,N5FPAA,2493,JFK,MCO,151,944,7,2
2013,10,19,703,-2,853,13,WN,N790SW,2418,EWR,STL,139,872,7,3
2013,10,19,711,41,1030,65,WN,N272WN,494,LGA,HOU,232,1428,7,11
2013,10,19,715,16,901,24,EV,N13955,3829,EWR,STL,150,872,7,15
2013,10,19,718,-3,1025,15,UA,N16703,1456,LGA,IAH,228,1416,7,18
2013,10,19,729,-1,1033,26,UA,N670UA,425,EWR,IAH,217,1400,7,29
2013,10,19,730,-5,933,1,B6,N247JB,1273,JFK,CHS,101,636,7,30
2013,10,19,732,-3,907,7,WN,N284WN,1600,LGA,BNA,133,764,7,32
2013,10,19,746,-4,1020,10,WN,N421LV,1135,EWR,MSY,193,1167,7,46
2013,10,19,746,1,921,1,9E,N921XJ,3496,LGA,PIT,61,335,7,46
2013,10,19,749,-1,1043,3,MQ,N503MQ,3052,JFK,TPA,153,1005,7,49
2013,10,19,750,-9,935,1,AA,N4YRAA,307,LGA,ORD,128,733,8,50
2013,10,19,755,-5,1118,8,B6,N569JB,1511,EWR,RSW,173,1068,8,55
2013,10,19,756,-3,1031,1,DL,N610DL,2047,LGA,ATL,124,762,8,56
2013,10,19,759,-6,1109,14,AA,N3KHAA,1111,LGA,DFW,224,1389,8,59
2013,10,19,800,-10,1024,3,9E,N934XJ,3538,JFK,MSP,156,1029,8,0
2013,10,19,803,-7,1115,5,DL,N308DE,1167,JFK,TPA,155,1005,8,3
2013,10,19,805,-10,1138,20,DL,N315NB,1879,LGA,FLL,169,1076,8,5
2013,10,19,808,8,1051,27,9E,N292PQ,3507,JFK,MSY,201,1182,8,8
2013,10,19,810,-7,1133,6,B6,N763JB,929,JFK,RSW,172,1074,8,10
2013,10,19,821,-4,1132,17,B6,N348JB,281,JFK,HOU,230,1428,8,21
2013,10,19,822,-3,1036,7,US,N177US,1831,JFK,CLT,107,541,8,22
2013,10,19,822,-3,1050,28,B6,N187JB,219,JFK,CLT,119,541,8,22
2013,10,19,823,-7,1153,23,UA,N510UA,443,JFK,LAX,333,2475,8,23
2013,10,19,831,-8,1003,4,EV,N12552,4510,EWR,MKE,124,725,8,31
2013,10,19,838,-7,1108,15,US,N766US,2071,LGA,CLT,99,544,8,38
2013,10,19,847,-3,1146,5,B6,N655JB,189,JFK,SAN,336,2446,8,47
2013,10,19,859,-11,1113,3,MQ,N6EAMQ,3565,LGA,CLT,113,544,9,59
2013,10,19,905,5,1028,1,FL,N938AT,353,LGA,CAK,68,397,9,5
2013,10,19,905,-5,1226,11,AA,N3DPAA,1121,LGA,DFW,231,1389,9,5
2013,10,19,907,-3,1223,19,UA,N516UA,997,EWR,LAX,315,2454,9,7
2013,10,19,908,8,1230,32,B6,N583JB,795,JFK,AUS,247,1521,9,8
2013,10,19,911,41,1139,46,DL,N375DA,1843,JFK,ATL,117,760,9,11
2013,10,19,916,1,1211,-19,AA,N5FJAA,1499,JFK,MIA,154,1089,9,16
2013,10,19,922,2,1226,-9,VX,N628VA,407,JFK,LAX,343,2475,9,22
2013,10,19,923,-6,1239,5,AA,N599AA,1223,EWR,DFW,213,1372,9,23
2013,10,19,931,1,1301,9,UA,N17244,1296,EWR,SFO,341,2565,9,31
2013,10,19,931,-9,1159,39,AA,N597AA,317,LGA,ORD,127,733,9,31
2013,10,19,934,-1,1150,7,EV,N722EV,5370,LGA,ILM,81,500,9,34
2013,10,19,935,-10,1129,19,MQ,N520MQ,3675,LGA,BNA,137,764,9,35
2013,10,19,943,12,1328,-7,UA,N26226,1519,EWR,STT,198,1634,9,43
2013,10,19,944,9,1255,-1,DL,N345NW,874,LGA,MIA,156,1096,9,44
2013,10,19,945,10,1210,15,WN,N244WN,1752,LGA,DEN,234,1620,9,45
2013,10,19,946,-13,1201,17,AA,N4YTAA,1030,LGA,STL,145,888,9,46
2013,10,19,950,0,1248,67,EV,N608QX,5463,LGA,BNA,145,764,10,50
2013,10,19,952,-8,1134,4,EV,N909EV,5736,LGA,IAD,55,229,10,52
2013,10,19,955,55,1310,91,DL,N362NW,1747,LGA,ATL,124,762,10,55
2013,10,19,955,-4,1118,3,EV,N834AS,5711,JFK,IAD,53,228,10,55
2013,10,19,956,16,1325,37,DL,N917DL,1885,LGA,MCO,142,950,10,56
2013,10,19,956,-4,1453,3,HA,N390HA,51,JFK,HNL,630,4983,10,56
2013,10,19,957,-3,1350,32,DL,N341NW,954,LGA,FLL,153,1076,10,57
2013,10,19,957,-3,1259,24,DL,N326NB,2457,LGA,MSY,197,1183,10,57
2013,10,19,957,-8,1248,12,B6,N536JB,411,JFK,LAS,308,2248,10,57
2013,10,19,958,27,1336,61,B6,N529JB,271,LGA,FLL,162,1076,10,58
2013,10,19,959,-5,1205,2,EV,N22909,4255,EWR,CHS,108,628,10,59
2013,10,19,1001,89,1121,87,9E,N918XJ,3492,JFK,DCA,56,213,10,1
2013,10,19,1004,4,1111,6,B6,N565JB,518,JFK,BOS,38,187,10,4
2013,10,19,1009,19,1331,29,DL,N373NW,1109,LGA,TPA,155,1010,10,9
2013,10,19,1011,-8,1144,1,EV,N12922,4187,EWR,BNA,135,748,10,11
2013,10,19,1014,-6,1212,1,US,N561UW,893,EWR,CLT,94,529,10,14
2013,10,19,1015,-5,1315,8,UA,N31412,1711,EWR,IAH,220,1400,10,15
2013,10,19,1018,-2,1332,22,B6,N504JB,925,JFK,TPA,159,1005,10,18
2013,10,19,1020,16,1346,26,UA,N34455,1651,EWR,SFO,351,2565,10,20
2013,10,19,1021,-8,1244,5,US,N680AW,604,EWR,PHX,301,2133,10,21
2013,10,19,1022,-3,1359,34,AA,N3KCAA,1131,LGA,DFW,234,1389,10,22
2013,10,19,1025,-5,1354,28,UA,N566UA,207,LGA,IAH,224,1416,10,25
2013,10,19,1026,27,1249,42,US,N767UW,1808,LGA,CLT,98,544,10,26
2013,10,19,1031,1,1333,-22,VX,N624VA,187,EWR,SFO,344,2565,10,31
2013,10,19,1031,1,1344,9,AA,N329AA,179,JFK,SFO,348,2586,10,31
2013,10,19,1031,-4,1225,5,AA,N490AA,325,LGA,ORD,120,733,10,31
2013,10,19,1033,-2,1248,4,EV,N17138,4632,EWR,OMA,175,1134,10,33
2013,10,19,1035,5,1309,9,DL,N334NB,2430,LGA,DEN,229,1620,10,35
2013,10,19,1035,-10,1403,11,B6,N662JB,971,LGA,FLL,156,1076,10,35
2013,10,19,1040,25,1238,26,US,N758US,2067,JFK,CLT,96,541,10,40
2013,10,19,1042,13,1305,16,US,N507AY,625,JFK,PHX,298,2153,10,42
2013,10,19,1050,5,1228,10,UA,N16732,1263,LGA,ORD,118,733,11,50
2013,10,19,1055,-5,1314,10,DL,N320NB,2452,LGA,DTW,85,502,11,55
2013,10,19,1056,-4,1248,8,MQ,N530MQ,3466,LGA,RDU,75,431,11,56
2013,10,19,1058,-2,1349,9,DL,N915DL,1647,LGA,ATL,128,762,11,58
2013,10,19,1103,3,1406,-4,UA,N18223,1479,EWR,LAX,333,2454,11,3
2013,10,19,1105,-10,1245,5,WN,N464WN,905,LGA,MDW,117,725,11,5
2013,10,19,1120,-5,1433,8,UA,N518UA,703,JFK,LAX,335,2475,11,20
2013,10,19,1120,-9,1405,5,B6,N779JB,1211,JFK,LAS,310,2248,11,20
2013,10,19,1121,11,1455,24,9E,N601LR,3493,LGA,SRQ,167,1047,11,21
2013,10,19,1123,-12,1311,11,MQ,N542MQ,3461,LGA,BNA,126,764,11,23
2013,10,19,1126,-4,1343,9,US,N193UW,1892,LGA,CLT,101,544,11,26
2013,10,19,1126,-2,1235,5,B6,N358JB,2380,EWR,BOS,43,200,11,26
2013,10,19,1130,30,1501,50,DL,N345NB,2098,LGA,MIA,156,1096,11,30
2013,10,19,1131,26,1327,39,EV,N750EV,5208,LGA,RIC,69,292,11,31
2013,10,19,1132,2,1319,-10,EV,N136EV,5211,EWR,MSP,150,1008,11,32
2013,10,19,1133,23,1449,37,DL,N335NB,1875,LGA,TPA,158,1010,11,33
2013,10,19,1135,0,1402,23,DL,N916DE,2219,LGA,MSP,145,1020,11,35
2013,10,19,1139,19,1246,16,B6,N258JB,1307,JFK,IAD,48,228,11,39
2013,10,19,1140,-5,1406,2,DL,N366NB,401,EWR,ATL,120,746,11,40
2013,10,19,1142,27,1328,29,EV,N713EV,5273,LGA,PIT,60,335,11,42
2013,10,19,1143,21,1410,17,EV,N17146,4679,EWR,JAX,123,820,11,43
2013,10,19,1145,0,1505,15,DL,N302NB,1174,LGA,PBI,151,1035,11,45
2013,10,19,1146,-9,1354,14,MQ,N526MQ,3572,LGA,CLE,71,419,11,46
2013,10,19,1147,-3,1351,11,MQ,N0EGMQ,3616,LGA,MSP,143,1020,11,47
2013,10,19,1149,-6,1440,20,MQ,N513MQ,3670,LGA,ATL,129,762,11,49
2013,10,19,1152,-7,1314,5,MQ,N808MQ,3386,JFK,DCA,54,213,12,52
2013,10,19,1155,23,1452,53,FL,N607AT,680,LGA,ATL,126,762,12,55
2013,10,19,1155,26,1435,30,B6,N661JB,127,EWR,MCO,137,937,12,55
2013,10,19,1156,-4,1400,6,US,N111US,1830,JFK,CLT,95,541,12,56
2013,10,19,1157,-3,1336,16,WN,N763SW,2965,LGA,MKE,111,738,12,57
2013,10,19,1157,-3,1527,12,AA,N3EYAA,1256,LGA,MIA,158,1096,12,57
2013,10,19,1200,5,1503,-4,UA,N34282,1120,EWR,SFO,339,2565,12,0
2013,10,19,1201,1,1501,26,DL,N687DL,1947,LGA,ATL,128,762,12,1
2013,10,19,1203,-3,1524,18,DL,N366NW,1685,LGA,MCO,147,950,12,3
2013,10,19,1203,-3,1423,8,EV,N13202,4567,EWR,MCI,175,1092,12,3
2013,10,19,1205,5,1450,-5,AA,N336AA,3,JFK,LAX,325,2475,12,5
