ID,Date of Birth,Highest Education,Marital Status,Occupation,Race,Sex,Current City,Current State,Current Zip,How long has it been since you bought new clothing?,Which is you favorite store to shop at?,Favorite Clothing to shop for?,Do you have clothing in your closet that you do not wear?,"If yes, approximately how many items?",How often do you shop?,What do you do with old clothing?,Would you be open to donating old clothing?,"If Yes, which organization would you donate to?",How often do you give charity?
3075,12/5/88,Some College,Single,Student,Black,Female,New York,NY,60661,Month,Department Store,Accessories,No,21,Daily,Sell/ Pawn,No ,Goodwill,Rarely
3076,9/10/86,Masters,Married,Employeed,Black,Female,Chicago,IL,90304,Week,Department Store,Shoes,Yes,22,Monthly,Keep in closet,Yes,Thrift Store,Never
3077,2/24/93,Some College,Married,Employeed,White,Male,Los Angeles,CA,33035,Week,Discount Stores,Accessories,Yes,23,Monthly,Pass down to family or friend,Yes,Salvation Army,Rarely
3078,1/15/81,Bachelor,Married,Employeed,Other,Male,Miami,FL,33199,6 Months,Department Store,Bottoms,Yes,11,Yearly,Sell/ Pawn,No ,Goodwill,Always
3079,9/12/84,Bachelor,Dating,Student,Black,Female,Miami,FL,33032,Day,Thrift Store,Bottoms,No,21,Weekly,Sell/ Pawn,Yes,Salvation Army,Rarely
3080,12/13/82,Masters,Married,Employeed,Asian,Female,Miami,FL,60007,Month,Department Store,Tops,No,4,Weekly,Sell/ Pawn,Yes,Salvation Army,Never
3081,3/19/86,HS Grad,Single,Employeed,White,Female,Chicago,IL,30080,6 Months,Department Store,Shoes,Yes,9,Daily,Throw out,Yes,Homeless Shelter,Often
3082,6/6/82,Some College,Single,Student,White,Female,Atlanta,GA,30360,6 Months,Thrift Store,Shoes,No,13,Yearly,Donate,Yes,Local Church/Synagogue,Rarely
3083,11/19/84,Some College,Married,Student,Other,Female,Atlanta,GA,60659,Year or more,Thrift Store,Shoes,No,5,Monthly,Keep in closet,Yes,Salvation Army,Always
3084,1/3/83,HS Grad,Dating,Student,White,Male,Chicago,IL,30328,Week,Department Store,Bottoms,Yes,23,Daily,Keep in closet,No ,Goodwill,Rarely
3085,9/6/87,Masters,Dating,Employeed,Black,Female,Atlanta,GA,33092,6 Months,Department Store,Tops,No,8,Yearly,Donate,No ,Local Church/Synagogue,Often
3086,6/13/82,Masters,Married,Student,Hispanic,Male,Miami,FL,90094,Week,Discount Stores,Tops,Yes,16,Monthly,Sell/ Pawn,No ,Goodwill,Rarely
3087,9/4/92,Masters,Married,Employeed,White,Male,Los Angeles,CA,90011,Day,Department Store,Tops,No,24,Daily,Throw out,Yes,Homeless Shelter,Sometimes
3088,10/8/88,HS Grad,Dating,Student,Asian,Female,Los Angeles,CA,30342,Week,Discount Stores,Bottoms,Yes,3,Monthly,Pass down to family or friend,Yes,Local Church/Synagogue,Often
3089,7/6/96,Some College,Single,Student,Other,Female,Atlanta,GA,10469,Year or more,Thrift Store,Shoes,Yes,18,Daily,Pass down to family or friend,No ,Homeless Shelter,Rarely
3090,5/28/84,HS Grad,Dating,Employeed,White,Male,New York,NY,11232,Day,Department Store,Accessories,Yes,5,Yearly,Throw out,No ,American Red Cross,Rarely
3091,10/8/90,Some College,Married,Student,White,Female,New York,NY,91104,Day,Thrift Store,Accessories,No,2,Daily,Sell/ Pawn,Yes,Local Church/Synagogue,Always
3092,12/1/92,Some College,Single,Student,White,Female,Los Angeles,CA,60632,Year or more,Department Store,Bottoms,Yes,25,Weekly,Keep in closet,No ,Local Church/Synagogue,Sometimes
3093,2/2/81,Masters,Dating,Employeed,Other,Female,Chicago,IL,30311,Day,Thrift Store,Accessories,No,16,Yearly,Pass down to family or friend,No ,Homeless Shelter,Sometimes
3094,2/8/95,Masters,Dating,Student,Other,Female,Atlanta,GA,11232,Day,Thrift Store,Accessories,No,18,Daily,Donate,No ,Local Church/Synagogue,Sometimes
3095,10/13/86,Masters,Dating,Employeed,Hispanic,Female,New York,NY,10451,Year or more,Thrift Store,Accessories,Yes,24,Daily,Donate,Yes,Goodwill,Sometimes
3096,6/6/89,Masters,Dating,Employeed,Asian,Male,New York,NY,91008,6 Months,Department Store,Bottoms,No,21,Weekly,Pass down to family or friend,No ,Thrift Store,Always
3097,1/28/82,Masters,Dating,Employeed,Other,Female,Los Angeles,CA,33035,6 Months,Thrift Store,Accessories,Yes,11,Weekly,Sell/ Pawn,No ,Homeless Shelter,Sometimes
3098,7/19/90,HS Grad,Married,Student,Asian,Female,Miami,FL,30313,Year or more,Thrift Store,Shoes,No,12,Weekly,Pass down to family or friend,Yes,Local Church/Synagogue,Often
3099,12/11/95,HS Grad,Married,Employeed,White,Female,Atlanta,GA,10457,Day,Thrift Store,Bottoms,No,15,Weekly,Pass down to family or friend,Yes,American Red Cross,Never
3100,8/26/91,Some College,Single,Student,White,Male,New York,NY,33174,Month,Department Store,Shoes,No,1,Daily,Pass down to family or friend,No ,Salvation Army,Always
3101,7/13/88,HS Grad,Dating,Student,Hispanic,Male,Miami,FL,30307,Month,Discount Stores,Tops,Yes,23,Daily,Sell/ Pawn,Yes,American Red Cross,Sometimes
3102,6/20/88,HS Grad,Dating,Student,Other,Male,Atlanta,GA,33175,Month,Discount Stores,Tops,No,6,Monthly,Pass down to family or friend,No ,American Red Cross,Rarely
3103,9/19/81,Masters,Single,Student,Asian,Male,Miami,FL,33015,6 Months,Thrift Store,Accessories,Yes,12,Weekly,Keep in closet,Yes,Salvation Army,Never
3104,12/28/94,Masters,Single,Employeed,White,Female,Miami,FL,60643,Day,Department Store,Shoes,Yes,25,Daily,Sell/ Pawn,Yes,Goodwill,Rarely
3105,8/18/82,Masters,Single,Employeed,White,Male,Chicago,IL,30314,Week,Thrift Store,Bottoms,Yes,17,Yearly,Donate,Yes,Homeless Shelter,Sometimes
3106,2/27/95,Masters,Single,Student,Hispanic,Male,Atlanta,GA,60605,Year or more,Thrift Store,Shoes,No,17,Yearly,Throw out,Yes,Homeless Shelter,Often
3107,4/20/90,Masters,Dating,Student,Hispanic,Male,Chicago,IL,60618,Week,Department Store,Tops,Yes,9,Yearly,Throw out,Yes,Goodwill,Never
3108,5/5/91,Bachelor,Dating,Student,Asian,Female,Chicago,IL,60647,Day,Department Store,Tops,Yes,7,Yearly,Throw out,No ,American Red Cross,Often
3109,4/10/84,Bachelor,Married,Student,Hispanic,Female,Chicago,IL,90808,Month,Department Store,Tops,No,12,Daily,Keep in closet,Yes,Local Church/Synagogue,Sometimes
3110,12/11/94,HS Grad,Single,Student,Asian,Female,Los Angeles,CA,60602,Year or more,Department Store,Tops,No,21,Weekly,Sell/ Pawn,Yes,Thrift Store,Never
3111,11/5/91,Bachelor,Single,Student,Hispanic,Female,Chicago,IL,33165,Day,Department Store,Accessories,Yes,7,Yearly,Sell/ Pawn,Yes,Salvation Army,Often
3112,7/8/87,Some College,Dating,Student,Hispanic,Male,Miami,FL,33122,Month,Discount Stores,Accessories,No,6,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Always
3113,4/8/82,Bachelor,Single,Employeed,Other,Female,Miami,FL,30314,Week,Thrift Store,Accessories,No,14,Weekly,Throw out,No ,American Red Cross,Always
3114,5/17/91,Bachelor,Married,Student,Other,Male,Atlanta,GA,33055,Day,Department Store,Shoes,No,11,Daily,Donate,Yes,American Red Cross,Rarely
3115,4/6/82,Bachelor,Dating,Employeed,Other,Male,Miami,FL,30326,Month,Thrift Store,Shoes,No,15,Yearly,Throw out,No ,American Red Cross,Sometimes
3116,8/23/89,Masters,Married,Employeed,Black,Female,Atlanta,GA,30310,Month,Thrift Store,Bottoms,No,4,Monthly,Throw out,No ,Goodwill,Always
3117,10/18/81,Some College,Single,Student,Black,Male,Atlanta,GA,30324,Week,Department Store,Tops,Yes,25,Daily,Pass down to family or friend,Yes,Salvation Army,Sometimes
3118,1/25/86,HS Grad,Married,Employeed,Asian,Female,Atlanta,GA,10037,6 Months,Thrift Store,Bottoms,Yes,13,Daily,Donate,No ,Salvation Army,Often
3119,2/6/92,Bachelor,Married,Student,Other,Male,New York,NY,30346,Week,Department Store,Tops,Yes,19,Yearly,Throw out,No ,American Red Cross,Sometimes
3120,9/9/92,Masters,Single,Student,Hispanic,Female,Atlanta,GA,30030,Day,Thrift Store,Bottoms,Yes,4,Weekly,Donate,Yes,American Red Cross,Never
3121,3/3/83,HS Grad,Single,Student,White,Female,Atlanta,GA,60652,Day,Discount Stores,Bottoms,No,20,Monthly,Pass down to family or friend,Yes,Goodwill,Sometimes
3122,5/19/94,Bachelor,Married,Student,Hispanic,Female,Chicago,IL,30339,Year or more,Discount Stores,Accessories,No,19,Yearly,Sell/ Pawn,Yes,Salvation Army,Rarely
3123,2/9/82,HS Grad,Dating,Employeed,Asian,Female,Atlanta,GA,90049,6 Months,Discount Stores,Bottoms,Yes,4,Yearly,Donate,Yes,Salvation Army,Rarely
3124,2/23/93,Bachelor,Single,Student,Asian,Male,Los Angeles,CA,30319,Week,Department Store,Bottoms,Yes,24,Monthly,Donate,Yes,Thrift Store,Rarely
3125,2/8/87,Bachelor,Single,Student,White,Female,Atlanta,GA,11234,Week,Discount Stores,Accessories,Yes,24,Weekly,Keep in closet,Yes,Goodwill,Often
3126,9/7/87,Masters,Married,Student,Other,Female,New York,NY,30329,Week,Thrift Store,Bottoms,No,5,Daily,Sell/ Pawn,Yes,Homeless Shelter,Always
3127,9/19/83,Masters,Married,Employeed,Hispanic,Female,Atlanta,GA,11418,Month,Discount Stores,Shoes,No,15,Yearly,Pass down to family or friend,Yes,Goodwill,Never
3128,12/1/95,HS Grad,Single,Student,Other,Male,New York,NY,90505,6 Months,Discount Stores,Tops,No,11,Monthly,Pass down to family or friend,No ,American Red Cross,Always
3129,6/29/88,HS Grad,Dating,Student,White,Female,Los Angeles,CA,60643,Year or more,Discount Stores,Shoes,No,25,Daily,Donate,Yes,Goodwill,Never
3130,5/4/89,HS Grad,Married,Employeed,Black,Male,Chicago,IL,90278,Month,Discount Stores,Shoes,Yes,20,Yearly,Keep in closet,No ,Goodwill,Rarely
3131,1/26/88,HS Grad,Dating,Employeed,White,Male,Los Angeles,CA,11217,Day,Thrift Store,Tops,No,20,Daily,Donate,No ,American Red Cross,Never
3132,2/11/82,Some College,Dating,Student,Black,Male,New York,NY,30303,Day,Thrift Store,Shoes,No,9,Daily,Sell/ Pawn,Yes,Salvation Army,Always
3133,9/24/88,Some College,Single,Student,Hispanic,Male,Atlanta,GA,10036,Week,Department Store,Accessories,Yes,16,Daily,Pass down to family or friend,No ,Local Church/Synagogue,Rarely
3134,8/26/89,Masters,Single,Student,Hispanic,Male,New York,NY,90305,Year or more,Thrift Store,Bottoms,No,15,Daily,Keep in closet,No ,Salvation Army,Often
3135,2/5/83,Some College,Single,Employeed,Black,Female,Los Angeles,CA,60611,Week,Discount Stores,Accessories,No,11,Daily,Pass down to family or friend,No ,Thrift Store,Often
3136,4/19/81,HS Grad,Single,Employeed,Black,Male,Chicago,IL,60651,Year or more,Discount Stores,Shoes,No,4,Monthly,Keep in closet,No ,American Red Cross,Always
3137,7/18/95,Some College,Married,Employeed,Black,Female,Chicago,IL,33137,Week,Department Store,Tops,No,8,Yearly,Throw out,No ,Local Church/Synagogue,Often
3138,8/7/93,Bachelor,Dating,Student,Hispanic,Female,Miami,FL,91387,Month,Discount Stores,Shoes,Yes,12,Yearly,Donate,Yes,American Red Cross,Often
3139,8/10/88,HS Grad,Dating,Student,Other,Female,Los Angeles,CA,33157,Week,Thrift Store,Bottoms,Yes,8,Weekly,Throw out,No ,Salvation Army,Sometimes
3140,12/16/94,Masters,Married,Student,White,Male,Miami,FL,33176,6 Months,Department Store,Bottoms,Yes,2,Yearly,Throw out,Yes,American Red Cross,Never
3141,7/27/92,Bachelor,Married,Employeed,Other,Male,Miami,FL,60651,6 Months,Thrift Store,Shoes,Yes,18,Monthly,Throw out,No ,Thrift Store,Sometimes
3142,2/26/95,Masters,Married,Employeed,Other,Female,Chicago,IL,33242,Week,Department Store,Accessories,Yes,6,Monthly,Keep in closet,No ,Thrift Store,Rarely
3143,1/13/93,Masters,Married,Student,Asian,Female,Miami,FL,30363,Month,Department Store,Shoes,Yes,13,Yearly,Sell/ Pawn,Yes,Goodwill,Sometimes
3144,6/20/83,Masters,Dating,Employeed,White,Male,Atlanta,GA,33178,Week,Discount Stores,Shoes,Yes,18,Weekly,Keep in closet,No ,Homeless Shelter,Always
3145,1/21/84,HS Grad,Married,Employeed,White,Male,Miami,FL,60659,Year or more,Discount Stores,Accessories,Yes,2,Monthly,Keep in closet,Yes,Local Church/Synagogue,Sometimes
3146,1/29/83,Some College,Dating,Student,White,Male,Chicago,IL,91316,Day,Thrift Store,Bottoms,No,22,Yearly,Donate,No ,Local Church/Synagogue,Never
3147,9/10/93,HS Grad,Married,Employeed,Hispanic,Female,Los Angeles,CA,91001,6 Months,Thrift Store,Accessories,No,19,Monthly,Donate,Yes,American Red Cross,Sometimes
3148,12/24/86,Bachelor,Dating,Employeed,Hispanic,Female,Los Angeles,CA,60644,6 Months,Discount Stores,Tops,Yes,17,Yearly,Keep in closet,Yes,Homeless Shelter,Never
3149,3/20/83,HS Grad,Single,Student,White,Female,Chicago,IL,30309,Week,Discount Stores,Tops,No,20,Daily,Pass down to family or friend,Yes,Homeless Shelter,Rarely
3150,12/20/87,HS Grad,Single,Student,White,Female,Atlanta,GA,90014,Week,Thrift Store,Bottoms,Yes,5,Daily,Sell/ Pawn,Yes,American Red Cross,Rarely
3151,7/5/90,Some College,Single,Student,White,Male,Los Angeles,CA,10026,Year or more,Thrift Store,Bottoms,No,20,Yearly,Keep in closet,Yes,Thrift Store,Always
3152,1/3/81,Bachelor,Married,Student,Other,Male,New York,NY,93590,Week,Thrift Store,Bottoms,Yes,1,Weekly,Donate,Yes,American Red Cross,Rarely
3153,1/22/93,Some College,Dating,Student,Hispanic,Female,Los Angeles,CA,90063,Month,Thrift Store,Bottoms,No,9,Yearly,Throw out,No ,Local Church/Synagogue,Always
3154,6/27/84,HS Grad,Single,Student,Hispanic,Male,Los Angeles,CA,11427,Day,Department Store,Shoes,No,12,Monthly,Donate,Yes,Salvation Army,Never
3155,9/18/85,Masters,Single,Employeed,White,Male,New York,NY,91793,Year or more,Discount Stores,Accessories,Yes,21,Daily,Pass down to family or friend,Yes,Homeless Shelter,Often
3156,7/9/83,Masters,Single,Student,White,Female,Los Angeles,CA,10175,Day,Department Store,Shoes,No,18,Monthly,Pass down to family or friend,Yes,Local Church/Synagogue,Never
3157,7/16/94,Some College,Dating,Employeed,Asian,Female,New York,NY,60651,6 Months,Department Store,Tops,Yes,3,Weekly,Throw out,Yes,Local Church/Synagogue,Often
3158,12/22/87,Some College,Married,Student,Asian,Female,Chicago,IL,30337,Year or more,Discount Stores,Tops,No,17,Daily,Sell/ Pawn,Yes,American Red Cross,Sometimes
3159,2/19/88,Masters,Single,Employeed,Other,Female,Atlanta,GA,60601,Month,Department Store,Tops,Yes,23,Daily,Donate,Yes,Goodwill,Never
3160,5/2/96,Bachelor,Single,Student,Other,Male,Chicago,IL,11418,6 Months,Department Store,Shoes,No,10,Weekly,Pass down to family or friend,No ,Salvation Army,Sometimes
3161,3/8/86,Some College,Single,Student,Asian,Female,New York,NY,33090,Year or more,Department Store,Shoes,Yes,22,Weekly,Donate,Yes,Homeless Shelter,Often
3162,1/4/81,Bachelor,Dating,Student,Asian,Male,Miami,FL,91702,Year or more,Thrift Store,Tops,No,25,Monthly,Pass down to family or friend,No ,American Red Cross,Always
3163,8/24/87,Some College,Dating,Employeed,Black,Female,Los Angeles,CA,30337,Year or more,Thrift Store,Bottoms,Yes,4,Weekly,Donate,No ,Homeless Shelter,Rarely
3164,10/4/82,Bachelor,Married,Student,White,Male,Atlanta,GA,30329,Month,Department Store,Bottoms,Yes,25,Yearly,Sell/ Pawn,Yes,American Red Cross,Always
3165,4/29/93,Some College,Dating,Student,Asian,Male,Atlanta,GA,11216,Month,Discount Stores,Shoes,No,10,Weekly,Donate,Yes,Homeless Shelter,Never
3166,6/16/88,Bachelor,Married,Employeed,Asian,Male,New York,NY,30342,Year or more,Thrift Store,Accessories,Yes,2,Yearly,Sell/ Pawn,No ,American Red Cross,Never
3167,7/20/94,Masters,Single,Employeed,White,Female,Atlanta,GA,11366,Week,Discount Stores,Accessories,Yes,5,Monthly,Sell/ Pawn,No ,American Red Cross,Often
3168,8/7/82,Some College,Married,Employeed,Hispanic,Female,New York,NY,60657,Week,Department Store,Bottoms,No,5,Monthly,Keep in closet,No ,Thrift Store,Sometimes
3169,5/15/89,HS Grad,Married,Employeed,Hispanic,Male,Chicago,IL,30328,Day,Discount Stores,Shoes,Yes,14,Monthly,Sell/ Pawn,Yes,Goodwill,Rarely
3170,6/14/95,HS Grad,Dating,Student,Other,Female,Atlanta,GA,60068,Year or more,Department Store,Bottoms,Yes,7,Daily,Pass down to family or friend,No ,Homeless Shelter,Always
3171,2/17/85,HS Grad,Married,Employeed,White,Female,Chicago,IL,60637,Week,Discount Stores,Tops,Yes,12,Weekly,Sell/ Pawn,Yes,Salvation Army,Never
3172,5/20/90,HS Grad,Single,Student,Other,Male,Chicago,IL,33187,Month,Thrift Store,Accessories,Yes,20,Weekly,Keep in closet,Yes,Goodwill,Never
3173,8/14/92,Bachelor,Single,Employeed,Asian,Female,Miami,FL,90068,Week,Department Store,Bottoms,Yes,22,Yearly,Donate,Yes,Salvation Army,Often
3174,6/16/81,HS Grad,Dating,Student,Other,Female,Los Angeles,CA,33146,Year or more,Department Store,Tops,Yes,21,Weekly,Throw out,Yes,Local Church/Synagogue,Never
3175,7/14/86,Bachelor,Single,Student,Hispanic,Female,Miami,FL,30079,Day,Thrift Store,Tops,Yes,13,Monthly,Sell/ Pawn,No ,Salvation Army,Never
3176,10/22/81,Bachelor,Single,Employeed,Other,Male,Atlanta,GA,11233,Month,Department Store,Accessories,No,9,Monthly,Keep in closet,Yes,American Red Cross,Rarely
3177,4/8/92,Some College,Dating,Student,Hispanic,Male,New York,NY,33187,Month,Thrift Store,Bottoms,No,1,Yearly,Keep in closet,No ,Homeless Shelter,Sometimes
3178,10/28/83,Bachelor,Single,Employeed,White,Female,Miami,FL,30303,Year or more,Thrift Store,Accessories,No,8,Daily,Keep in closet,No ,American Red Cross,Always
3179,3/30/89,HS Grad,Married,Employeed,Hispanic,Male,Atlanta,GA,30363,Week,Thrift Store,Shoes,No,9,Weekly,Sell/ Pawn,Yes,Goodwill,Always
3180,8/13/83,Masters,Married,Employeed,Asian,Male,Atlanta,GA,33030,Week,Thrift Store,Bottoms,No,11,Weekly,Keep in closet,Yes,Salvation Army,Rarely
3181,12/18/83,Bachelor,Married,Student,Asian,Female,Miami,FL,60653,Year or more,Thrift Store,Bottoms,Yes,20,Yearly,Throw out,No ,Homeless Shelter,Sometimes
3182,10/29/90,Masters,Married,Employeed,White,Female,Chicago,IL,60601,Year or more,Department Store,Tops,Yes,15,Monthly,Sell/ Pawn,Yes,Homeless Shelter,Often
3183,2/27/82,Bachelor,Single,Student,Hispanic,Female,Chicago,IL,91344,Month,Discount Stores,Bottoms,No,8,Monthly,Sell/ Pawn,Yes,Salvation Army,Sometimes
3184,9/14/83,Some College,Dating,Employeed,Hispanic,Male,Los Angeles,CA,30337,Month,Thrift Store,Tops,No,25,Monthly,Sell/ Pawn,No ,Homeless Shelter,Never
3185,9/17/88,Some College,Married,Employeed,Other,Female,Atlanta,GA,91355,Year or more,Thrift Store,Accessories,Yes,6,Yearly,Throw out,Yes,American Red Cross,Sometimes
3186,11/12/91,Some College,Married,Employeed,Black,Female,Los Angeles,CA,11356,Day,Department Store,Tops,No,25,Yearly,Keep in closet,No ,Thrift Store,Sometimes
3187,9/13/82,Masters,Married,Employeed,Other,Female,New York,NY,60634,Day,Discount Stores,Tops,No,2,Yearly,Throw out,No ,Thrift Store,Often
3188,5/25/90,HS Grad,Single,Student,Black,Male,Chicago,IL,60637,Week,Discount Stores,Bottoms,Yes,1,Yearly,Sell/ Pawn,No ,Thrift Store,Rarely
3189,8/4/89,Masters,Dating,Employeed,Hispanic,Female,Chicago,IL,60628,6 Months,Thrift Store,Shoes,No,11,Daily,Pass down to family or friend,Yes,Local Church/Synagogue,Often
3190,1/13/82,Masters,Single,Employeed,Black,Female,Chicago,IL,30342,Week,Department Store,Shoes,Yes,2,Weekly,Sell/ Pawn,Yes,Local Church/Synagogue,Rarely
3191,4/27/93,Some College,Single,Employeed,Black,Male,Atlanta,GA,30344,Day,Discount Stores,Shoes,No,4,Daily,Donate,No ,Homeless Shelter,Sometimes
3192,7/26/84,Some College,Married,Student,Other,Female,Atlanta,GA,90639,Month,Discount Stores,Shoes,No,14,Yearly,Pass down to family or friend,No ,Homeless Shelter,Always
3193,12/9/93,Some College,Dating,Student,Hispanic,Female,Los Angeles,CA,33158,Year or more,Department Store,Accessories,Yes,15,Weekly,Pass down to family or friend,No ,Thrift Store,Sometimes
3194,12/4/83,HS Grad,Married,Student,Black,Female,Miami,FL,91381,6 Months,Discount Stores,Bottoms,Yes,2,Daily,Keep in closet,Yes,Goodwill,Sometimes
3195,12/1/96,Masters,Married,Student,Asian,Female,Los Angeles,CA,33114,Week,Department Store,Tops,No,5,Daily,Throw out,No ,Thrift Store,Sometimes
3196,7/18/93,Some College,Dating,Employeed,Hispanic,Male,Miami,FL,11358,Day,Thrift Store,Shoes,No,5,Weekly,Sell/ Pawn,Yes,American Red Cross,Sometimes
3197,7/3/84,Bachelor,Married,Employeed,White,Male,New York,NY,11373,Year or more,Thrift Store,Tops,Yes,23,Weekly,Donate,Yes,Homeless Shelter,Sometimes
3198,5/3/89,Masters,Married,Employeed,White,Female,New York,NY,10451,Week,Discount Stores,Accessories,No,24,Daily,Pass down to family or friend,Yes,Goodwill,Never
3199,11/22/90,Some College,Single,Employeed,Hispanic,Female,New York,NY,30341,Week,Discount Stores,Shoes,No,4,Yearly,Donate,Yes,Goodwill,Always
3200,9/28/95,Bachelor,Dating,Student,White,Female,Atlanta,GA,60640,Year or more,Discount Stores,Shoes,No,13,Monthly,Sell/ Pawn,No ,American Red Cross,Rarely
3201,11/26/86,HS Grad,Single,Employeed,White,Female,Chicago,IL,11232,Week,Discount Stores,Shoes,Yes,12,Monthly,Keep in closet,No ,Homeless Shelter,Always
3202,6/28/81,Masters,Single,Employeed,White,Male,New York,NY,30318,Month,Discount Stores,Bottoms,No,22,Weekly,Sell/ Pawn,Yes,Goodwill,Sometimes
3203,11/10/81,HS Grad,Dating,Student,Asian,Female,Atlanta,GA,60634,Day,Department Store,Shoes,Yes,8,Weekly,Donate,Yes,Local Church/Synagogue,Often
3204,11/6/91,HS Grad,Married,Student,Asian,Male,Chicago,IL,30340,Month,Thrift Store,Tops,No,7,Weekly,Sell/ Pawn,Yes,Salvation Army,Rarely
3205,9/17/94,Masters,Married,Student,White,Male,Atlanta,GA,90604,Day,Department Store,Bottoms,No,21,Daily,Throw out,No ,Thrift Store,Never
3206,10/7/87,Masters,Married,Student,Asian,Male,Los Angeles,CA,10017,Month,Thrift Store,Shoes,Yes,12,Weekly,Pass down to family or friend,Yes,Homeless Shelter,Rarely
3207,5/31/89,Some College,Dating,Student,White,Male,New York,NY,33156,Day,Department Store,Shoes,No,13,Weekly,Sell/ Pawn,No ,Thrift Store,Never
3208,6/7/95,Some College,Single,Employeed,Hispanic,Female,Miami,FL,33127,6 Months,Discount Stores,Shoes,Yes,4,Weekly,Keep in closet,Yes,American Red Cross,Never
3209,2/28/82,Some College,Dating,Employeed,White,Female,Miami,FL,33146,6 Months,Thrift Store,Tops,Yes,15,Yearly,Keep in closet,No ,Goodwill,Always
3210,5/19/90,Masters,Single,Student,Black,Female,Miami,FL,30306,Month,Discount Stores,Accessories,Yes,6,Yearly,Throw out,No ,Homeless Shelter,Rarely
3211,8/31/82,Bachelor,Dating,Employeed,White,Male,Atlanta,GA,33101,Year or more,Thrift Store,Bottoms,Yes,20,Monthly,Sell/ Pawn,No ,Homeless Shelter,Often
3212,12/24/96,Masters,Single,Student,Asian,Male,Miami,FL,90249,Day,Department Store,Bottoms,No,1,Weekly,Throw out,No ,Goodwill,Always
3213,9/21/96,HS Grad,Single,Employeed,Hispanic,Female,Los Angeles,CA,33130,Year or more,Discount Stores,Shoes,Yes,13,Daily,Sell/ Pawn,Yes,American Red Cross,Always
3214,7/18/85,Some College,Married,Student,Asian,Female,Miami,FL,90049,Year or more,Discount Stores,Shoes,No,19,Monthly,Keep in closet,Yes,Salvation Army,Never
3215,7/11/82,Some College,Single,Employeed,Other,Male,Los Angeles,CA,90404,6 Months,Discount Stores,Shoes,Yes,14,Daily,Throw out,No ,American Red Cross,Never
3216,12/4/82,Bachelor,Married,Employeed,Hispanic,Female,Los Angeles,CA,60601,Month,Thrift Store,Bottoms,No,21,Yearly,Throw out,No ,Thrift Store,Sometimes
3217,2/10/87,Some College,Married,Employeed,Asian,Male,Chicago,IL,33183,Month,Discount Stores,Shoes,Yes,5,Yearly,Keep in closet,Yes,Salvation Army,Never
3218,2/28/89,HS Grad,Single,Student,Other,Female,Miami,FL,33184,Year or more,Thrift Store,Accessories,Yes,14,Yearly,Sell/ Pawn,Yes,Salvation Army,Never
3219,11/2/90,Some College,Single,Student,Asian,Female,Miami,FL,60602,Month,Department Store,Shoes,Yes,2,Weekly,Donate,Yes,American Red Cross,Always
3220,12/20/95,Some College,Married,Student,Black,Male,Chicago,IL,91765,Week,Discount Stores,Bottoms,No,1,Monthly,Donate,Yes,Salvation Army,Never
3221,9/9/83,HS Grad,Dating,Employeed,White,Male,Los Angeles,CA,33129,Week,Department Store,Shoes,No,1,Daily,Keep in closet,No ,Thrift Store,Never
3222,12/19/81,Some College,Single,Employeed,Black,Female,Miami,FL,60615,Month,Thrift Store,Tops,No,25,Yearly,Pass down to family or friend,Yes,Homeless Shelter,Sometimes
3223,10/1/84,Masters,Dating,Employeed,Other,Female,Chicago,IL,60625,Year or more,Discount Stores,Tops,No,23,Yearly,Throw out,Yes,Homeless Shelter,Often
3224,12/25/84,Bachelor,Single,Student,Black,Male,Chicago,IL,90031,Month,Department Store,Accessories,No,5,Yearly,Keep in closet,Yes,Goodwill,Sometimes
3225,1/1/82,Bachelor,Single,Employeed,Other,Male,Los Angeles,CA,10305,Month,Discount Stores,Accessories,Yes,3,Monthly,Keep in closet,No ,Local Church/Synagogue,Often
3226,1/3/91,Masters,Single,Employeed,Asian,Female,New York,NY,60660,Year or more,Thrift Store,Tops,No,9,Yearly,Pass down to family or friend,No ,Salvation Army,Often
3227,6/1/91,Masters,Dating,Student,Asian,Female,Chicago,IL,30309,Week,Thrift Store,Shoes,No,25,Daily,Sell/ Pawn,No ,Thrift Store,Rarely
3228,12/17/87,Bachelor,Single,Student,Black,Male,Atlanta,GA,33013,6 Months,Department Store,Tops,No,11,Yearly,Keep in closet,No ,American Red Cross,Never
3229,1/23/85,HS Grad,Single,Employeed,Hispanic,Male,Miami,FL,10023,Year or more,Discount Stores,Tops,Yes,23,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Rarely
3230,3/31/86,Some College,Married,Employeed,Asian,Female,New York,NY,90895,Year or more,Discount Stores,Accessories,No,25,Yearly,Keep in closet,Yes,Homeless Shelter,Sometimes
3231,7/22/93,Bachelor,Dating,Student,Hispanic,Female,Los Angeles,CA,10041,6 Months,Discount Stores,Shoes,Yes,14,Monthly,Throw out,No ,Goodwill,Sometimes
3232,7/22/94,Some College,Dating,Student,White,Male,New York,NY,60613,6 Months,Thrift Store,Accessories,No,21,Yearly,Sell/ Pawn,No ,Salvation Army,Rarely
3233,5/8/87,HS Grad,Married,Student,White,Female,Chicago,IL,33189,Week,Thrift Store,Accessories,No,5,Monthly,Pass down to family or friend,Yes,Thrift Store,Rarely
